titre,réalisateur,producteur,postal,debut,fin,latitude,longitude,rive
TOUT S'EST BIEN PASSE,Francois OZON,MANDARIN PRODUCTION,75013,2020-08-20,2020-08-21,48.83566000015182,2.348314535961912,gauche
Une jeune fille qui va bien,Sandrine Kiberlain,CURIOSA FILMS,75004,2020-08-31,2020-09-01,48.85453287911509,2.361693551812241,droite
French Exit,Azazel Jacobs,Same Player,75012,2019-12-04,2019-12-04,48.85006697622016,2.376518535230019,droite
FIN DE MATINEE,Hiroshi NISHATANI,COMME DES CINEMAS,75004,2018-11-05,2018-11-05,48.85411245612536,2.354679386870978,droite
HORS NORMES,Eric Toledano et Olivier Nakache,ADNP QUAD FILMS,75001,2018-11-05,2018-11-06,48.86574411603937,2.327446234271997,droite
DOCTEUR ?,Tristan SEGUELA,Unité de Production,75019,2019-03-07,2019-03-12,48.87746050395657,2.402220186108582,droite
JOUR J,REEM KHERICI,MANDARIN FILMS,75012,2016-08-08,2016-08-08,48.84692099973854,2.400419999842282,droite
LE REDOUTABLE,MICHEL HAZANAVICIUS,LES COMPAGNONS DU CINEMA,75014,2016-08-08,2016-08-08,48.83379800034576,2.3311989998791702,gauche
BEFIKRE,ADITYA CHOPRA,FIRSTEP,75004,2016-04-30,2016-04-30,48.85340500029624,2.35820099983797,droite
MARIE FRANCINE,VALERIE LEMERCIER,RECTANGLE PRODUCTIONS,75016,2016-05-11,2016-05-11,48.854971999688495,2.280207000423661,droite
BEFIKRE,ADITYA CHOPRA,FIRSTEP,75004,2016-05-20,2016-05-21,48.85536799985887,2.355792999719545,droite
UN VOYAGE EN HIVER,Claus DREXLER,MANEKI FILMS,75010,2019-03-15,2019-03-15,48.875747374601566,2.359590815515516,droite
DOCTEUR ?,Tristan SEGUELA,Unité de Production,75009,2019-03-12,2019-03-16,48.88175902575637,2.349664260235551,droite
LUZ,Flora LAU,AMA Productions,75008,2018-09-12,2018-09-13,48.866699494682805,2.320534842202644,droite
JUST DIVORCED,MAXIME GOVARE,LES IMPRODUCTIBLES,75019,2016-10-03,2016-10-03,48.88218199999336,2.393116999944475,droite
MARVIN,ANNE FONTAINE,CINE @,75006,2016-09-09,2016-09-09,48.85003800001292,2.33854999961945,gauche
CARBONE,OLIVIER MARCHAL,LES FILMS MANUEL MUNZ,75016,2016-11-24,2016-11-29,48.875133000370575,2.286884999968946,droite
Maoussi,Charlotte Schiøler,C.S. Productions,75020,2019-08-07,2019-08-07,48.87032093380937,2.384951311750373,droite
Kizie aur Manny,Mukesh Chhabra,Jet Films Paris,75011,2019-01-14,2019-01-14,48.8599193200207,2.388576517420491,droite
MON POUSSIN,FREDERIC FORESTIER,LES FILMS DU 24,75004,2016-03-16,2016-03-16,48.85620399958125,2.35325800039254,droite
FORTE,Katia LEWKOWICZ,QUAD FILMS,75008,2018-11-13,2018-11-13,48.87249771130735,2.304439125703604,droite
Voir le Jour,Stanley WOODWARD,LES FILMS DE LA NUIT,75013,2018-11-14,2018-11-15,48.83137731685392,2.366378020253771,gauche
Madame Claude,Sylvie VERHEYDE,Les Compagnons du Cinéma,75116,2019-06-17,2019-06-17,48.86850803583523,2.265421450819014,couronne
"LES CHOSES QU'ON DIT, LES CHOSES QU'ON FAIT",EMMANUEL MOURET,MOBY DICK FILMS,75004,2019-10-31,2019-10-31,48.85348112012813,2.353774709922935,droite
Voir le Jour,Stanley WOODWARD,LES FILMS DE LA NUIT,75013,2018-11-13,2018-11-13,48.82683023720666,2.366228920098841,gauche
HORS NORMES,Eric Toledano et Olivier Nakache,ADNP QUAD FILMS,75019,2018-11-14,2018-11-14,48.87865523757628,2.370574346439601,droite
DEUX MOI,CEDRIC KLAPISCH,CE QUI ME MEUT,75007,2018-12-06,2018-12-06,48.850224154291865,2.323806738722336,gauche
LE MEILLEUR RESTE À VENIR,Matthieu DELAPORTE et Alexandre DE LA PATELLIÈRE,CHAPTER 2,75009,2018-12-03,2018-12-06,48.87988846874771,2.345638651005026,droite
Seize Printemps,Suzanne Lindon,Avenue B Productions,75018,2019-09-20,2019-09-20,48.88356186886989,2.342120260645018,droite
PLACE DES VICTOIRES,Yoann Guillouzouic,WHITE PANAMA FILMS,75018,2018-12-05,2018-12-05,48.88727220420825,2.349504743436105,droite
PLACE DES VICTOIRES,Yoann Guillouzouic,WHITE PANAMA FILMS,75004,2018-12-18,2018-12-18,48.85707904632761,2.347052654689846,droite
IBRAHIM,SAMIR GUESMI,WHY NOT PRODUCTIONS,75013,2019-02-22,2019-02-22,48.83011647720049,2.352558675604982,gauche
LE MEILLEUR RESTE À VENIR,Matthieu DELAPORTE et Alexandre DE LA PATELLIÈRE,CHAPTER 2,75009,2018-12-06,2018-12-06,48.88137903008482,2.340902040775606,droite
FORTE,Katia LEWKOWICZ,QUAD FILMS,75020,2018-11-29,2018-11-29,48.86832408885111,2.389060335030983,droite
PLACE DES VICTOIRES,Yoann Guillouzouic,WHITE PANAMA FILMS,75009,2018-12-12,2018-12-13,48.87811832369199,2.3363257985798542,droite
Garçon chiffon,Nicolas Maury,CG Cinéma,75010,2019-10-29,2019-10-30,48.87941143800669,2.349520475481278,droite
LES DEUX ALFRED,Bruno Podalydès,WHY NOT PRODUCTIONS,75013,2019-10-30,2019-11-01,48.82758218005291,2.362425901424089,gauche
Trois Fois Rien,Nadege Loiseau,SRAB FILMS,75019,2019-11-20,2019-11-20,48.88464413285793,2.380147043973975,droite
DEUX MOI,CEDRIC KLAPISCH,CE QUI ME MEUT,75004,2018-10-26,2018-10-26,48.8535653644926,2.347423428584992,droite
Le Dindon,Jalil Lespert,CINEFRANCE STUDIOS,75020,2018-10-18,2018-10-18,48.86867709843087,2.392050855655529,droite
L ANGLE MORT,PIERRE TRIVIDIC ET PATRICK MARIO BERNARD,EX NIHILO,75019,2018-11-01,2018-11-01,48.87722216603906,2.39218152210659,droite
En attendant qui ? Mai,Marc RECUENCO,SerialBstudio,75017,2019-06-06,2019-06-07,48.88293095286766,2.318065825697751,droite
TOUT SIMPLEMENT NOIR,JEAN PASCAL ZADI ET JOHN WAXXX,GAUMONT,75005,2019-05-23,2019-05-23,48.84947336962946,2.348570741889634,gauche
D'après une histoire vraie,,WY Productions,75008,2017-03-13,2017-03-13,48.88051651542833,2.311239089679554,droite
Un cadeau du ciel,,Legendaire,75003,2017-03-16,2017-03-17,48.86530612317976,2.362929886645047,droite
"LES CHOSES QU'ON DIT, LES CHOSES QU'ON FAIT",EMMANUEL MOURET,MOBY DICK FILMS,75006,2019-11-07,2019-11-07,48.852663603946624,2.331465692120608,gauche
LUCKY,MIA ENGBERG,LA VOIE LACTEE,75009,2017-03-31,2017-04-01,48.88122073720199,2.329744126479516,droite
BIG BANG,CECILIA ROUAUD,FIRELIGHT,75009,2017-04-10,2017-04-11,48.8784772415725,2.33754724842027,droite
JALOUSE,Stéphane et David FOENKINOS,MANDARIN PRODUCTION,75011,2017-02-22,2017-02-22,48.85103633154449,2.384431117981362,droite
JALOUSE,Stéphane et David FOENKINOS,MANDARIN PRODUCTION,75011,2017-02-22,2017-02-22,48.851242938064935,2.3844937095046133,droite
SIMON ET THÉODORE,MIKAEL BUCH,MONA FILMS,75012,2017-03-15,2017-03-15,48.84825193156649,2.380543549895615,droite
Première Année (2ème Partie),Thomas Lilti,LES FILMS DU PARC,75005,2017-05-15,2017-05-15,48.84543536929596,2.3443273193650542,gauche
Amanda,Mikhael Hers,Nord-Ouest films,75012,2017-08-25,2017-08-26,48.83864104297332,2.424324762521703,droite
GARDE ALTERNEE,ALEXANDRA LECLERE,PAN EUROPEENNE,75006,2017-03-23,2017-03-23,48.85141190096606,2.329321006409921,gauche
BIG BANG,Cécilia Rouaud,FIRELIGHT Big Bang,75006,2017-03-29,2017-03-29,48.856693291390414,2.337189266261737,gauche
TOUT LE MONDE DEBOUT,Franck Dubosc,,75008,2017-09-13,2017-09-13,48.866699494682805,2.320534842202644,droite
Le Proverbe,Daniel Auteuil,Curiosa,75018,2017-09-07,2017-09-08,48.88809671518553,2.335738376423147,droite
Tout ce qu'il me reste de la revolution,Judith Davis,Apsara Films,75020,2017-08-30,2017-08-30,48.85858754665622,2.40417090714034,droite
LA FETE DES MERES,MARIE-CASTILLE MENTION-SCHAAR,WILLOW FILMS,75010,2017-10-06,2017-10-06,48.87738522260082,2.370590458560581,droite
LA FETE DES MERES,MARIE-CASTILLE MENTION-SCHAAR,WILLOW FILMS,75019,2017-10-06,2017-10-07,48.87642689992179,2.372121015530159,droite
voyez comme on danse,michel Blanc,les films du 24,75020,2017-10-04,2017-10-05,48.86767730544526,2.400437639907008,droite
VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,75008,2017-10-13,2017-10-13,48.8697461691805,2.323459388741159,droite
Bêtes Blondes,Maxime Matray et Alexia Walther,ECCE FILMS,75020,2017-10-18,2017-10-19,48.8594921387138,2.403565176511834,droite
VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,75006,2017-10-03,2017-10-03,48.849702922841765,2.337279596454653,gauche
Le Suicide d'Emma Peeters,Nicole Palo,TAKE FIVE sprl,75020,2017-11-10,2017-11-10,48.87159825159236,2.38586369527416,droite
AT ETERNITY'S GATE,JULIAN SCHNABEL,ICONOCLAST FILMS,75005,2017-10-24,2017-10-24,48.84628825207046,2.342700021107344,gauche
Les Joueurs,Marie Monge,The Film,75020,2017-10-25,2017-10-26,48.87067706526553,2.395457178907723,droite
TERRITOIRES,DAVID OELHOFFEN,ONE WORLD FILMS,75017,2017-11-27,2017-11-27,48.888353266964856,2.315255549236449,droite
MADE IN CHINA,Julien ABRAHAM,MONTAUK FILMS,75013,2017-11-17,2017-11-17,48.8263223045349,2.363600106971905,gauche
SYNONYMES,Nadav Lapid,SBS FILMS,75008,2017-12-06,2017-12-06,48.87053328800335,2.305288451489716,droite
TAMARA 2 demande n°4,ALEXANDRE CASTAGNETTI,ELEPHANT STORY,75001,2017-11-02,2017-11-02,48.85838861560237,2.3375467712017,droite
2Fils (2ème partie),Félix Moati,NORD OUEST FILMS,75012,2017-10-26,2017-10-26,48.84464929530754,2.405467087090944,droite
Un homme pressé,Hervé Mimran,Albertine Productions,75013,2017-05-23,2017-05-24,48.83860852677493,2.361164952098505,gauche
voyez comme on danse,michel blanc,les films du 24,75020,2017-10-25,2017-10-25,48.86815862728199,2.399977477388668,droite
TERRITOIRES,DAVID OELHOFFEN,ONE WORLD FILMS,75017,2017-12-07,2017-12-07,48.88721821330006,2.301979393302066,droite
Synonymes,Nadav Lapid,SBS FILMS,75004,2017-11-24,2017-11-24,48.85584593860675,2.350891429885982,droite
Tendre et saignant,Christopher Thompson,Les Films du Cap,75003,2019-11-19,2019-11-22,48.8639098910761,2.364911177129406,droite
THE ESCAPE,DOMINIC SAVAGE,HANNA FILMS,75010,2016-10-19,2016-10-19,48.87405999973152,2.350498999553027,droite
DJANGO MELODIES,ETIENNE COMAR,CURIOSA FILMS,75016,2016-03-03,2016-03-03,48.87008199957235,2.295387000667266,droite
LUMIERE AMOUREUSE,FRANCHIN DOM,KOI FILMS,75018,2016-06-14,2016-06-14,48.88794999964075,2.3434120002081302,droite
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75013,2020-12-22,2020-12-22,48.828828099592,2.350762180343571,gauche
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75001,2020-12-22,2020-12-22,48.86094046750016,2.347722271617703,droite
Un An une Nuit,Isaki Lakuesta,Noodles production,75010,2021-03-23,2021-03-24,48.88199084468759,2.369929863566397,droite
LE REDOUTABLE,MICHEL HAZANAVICIUS,LES COMPAGNONS DU CINEMA,75002,2016-08-23,2016-08-23,48.8666640000014,2.34015999989644,droite
COEXISTER,FABRICE EBOUE,EUROPA CORP,75008,2016-10-31,2016-10-31,48.881262000246096,2.317319000377133,droite
JE VAIS MIEUX,JEAN PIERRE AMERIS,EUROPA CORP,75018,2016-12-22,2016-12-22,48.897159000184764,2.34230899946593,droite
LES FILLES DE REIMS,JULIEN HALLARD,LES FILMS VELVET,75016,2016-10-27,2016-10-27,48.87247600040758,2.291848000014923,droite
KANTOR,JAN HRYNIAK,BLINK FILMS,75006,2016-03-16,2016-03-16,48.85205199990475,2.333648000288526,gauche
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75013,2020-12-22,2020-12-22,48.832207979430734,2.347201961692897,gauche
EN CORPS,CEDRIC KLAPISCH,CE QUI ME MEUT,75001,2020-12-21,2020-12-21,48.85849330754623,2.342487451056845,droite
Au Bord Du Monde,Gaspar Noé,Rectangle Productions,75010,2021-04-06,2021-04-06,48.883528351301685,2.364001626104999,droite
PLEURER DES RIVIERES,Léopold LEGRAND,EPITHETE@CO,75017,2021-04-13,2021-04-13,48.88937708065407,2.310090063628285,droite
Les enfants des autres,Rebecca Zlotowski,Les Films Velvet,75014,2021-04-16,2021-04-16,48.84304944792184,2.324438427496697,gauche
MON POUSSIN,FREDERIC FORESTIER,LES FILMS DU 24,75010,2016-03-22,2016-03-22,48.871181000403695,2.3696560000405142,droite
GC5,GUILLAUME CANET,LES PRODUCTIONS DU TRESOR,75008,2016-03-10,2016-03-10,48.871398999918426,2.325236999552923,droite
COEXISTER,FABRICE EBOUE,EUROPA CORP,75019,2016-12-07,2016-12-07,48.87816999982388,2.400169000211327,droite
Un médecin de nuit - Partie 1,Elie Wajeman,Partizan Films,75020,2020-01-10,2020-01-11,48.85456379446464,2.410160410766307,droite
I LOVE YOU COIFFURE,Muriel ROBIN,CARSON PRODUCTION,75007,2020-01-13,2020-01-14,48.85935200935332,2.322588815693661,gauche
PETITE LEÇON D'AMOUR,EVE DEBOISE,BLUE MONDAY PRODUCTIONS,75007,2020-01-02,2020-01-03,48.85822906224247,2.297965154021761,gauche
en attendant Bojangles,Régis Roinsard,Curiosa films,75016,2020-02-11,2020-02-12,48.84621534328841,2.267641394419075,droite
PETITE LEÇON D'AMOUR,EVE DEBOISE,BLUE MONDAY PRODUCTIONS,75005,2020-01-29,2020-01-29,48.850053745571934,2.355053890401763,gauche
UNE BELLE COURSE,CHRISTIAN CARION,UNE HIRONDELLE PRODUCTIONS,75020,2021-04-23,2021-04-24,48.86485237166558,2.399660392149932,droite
Chronique d'une Liaison Passagère,Emmanuel MOURET,MOBY DICK FILMS,75116,2021-04-26,2021-04-26,48.86476494534752,2.297554526613895,couronne
UNE BELLE COURSE,CHRISTIAN CARION,UNE HIRONDELLE PRODUCTIONS,75020,2021-05-10,2021-05-10,48.86485237166558,2.399660392149932,droite
LA NIAQUE,CHAD CHENOUGA,TS PRODUCTIONS,75011,2016-04-18,2016-04-19,48.86352899984154,2.38450800001053,droite
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,HAUT ET COURT,75007,2016-11-21,2016-11-25,48.848250999612496,2.311244999641706,gauche
LA DOULEUR,EMMANUEL FINKIEL,LES FILMS DU POISSON,75006,2016-08-30,2016-08-30,48.85146199985616,2.333959999902559,gauche
JEUNE FEMME,LEONOR SERRAILLE,BLUE MONDAY PRODUCTIONS,75017,2016-02-11,2016-02-11,48.88818699962231,2.29812900023409,droite
GC5,GUILLAUME CANET,LES PRODUCTIONS DU TRESOR,75008,2016-02-24,2016-02-24,48.87808599962502,2.311263000129959,droite
DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,F COMME FILM,75005,2016-03-18,2016-03-18,48.84429500009022,2.353186999595932,gauche
PETITE LEÇON D'AMOUR,EVE DEBOISE,BLUE MONDAY PRODUCTIONS,75010,2020-02-05,2020-02-05,48.882942010233705,2.349835771107929,droite
ADIEU MONSIEUR HAFFMANN,FRED CAVAYÉ,VENDOME FILMS,75018,2020-03-13,2020-03-13,48.88534410569794,2.3383631696009277,droite
LES AMANDIERS,VALERIA BRUNI-TEDESCHI,AD VITAM PRODUCTION,75007,2021-06-07,2021-06-08,48.85305935584497,2.311773351767927,gauche
UNE COMÉDIE ROMANTIQUE,Thibault Segouin,LATIKA,75009,2021-06-14,2021-06-14,48.88310602705231,2.327798536252562,droite
NENEH SUPERSTAR,RAMZI BEN SLIMAN,GAUMONT,75018,2021-06-16,2021-06-17,48.88460772842664,2.362654467580239,droite
IRIS/EX CHAOS,JALIL LESPERT,WY PRODUCTIONS,75011,2016-02-01,2016-02-01,48.868311000312296,2.366088999924641,droite
BEFIKRE,ADITYA CHOPRA,FIRSTEP,75018,2016-02-25,2016-02-25,48.886110999859866,2.337769999387722,droite
MARIE FRANCINE,VALERIE LEMERCIER,RECTANGLE PRODUCTIONS,75016,2016-05-11,2016-05-11,48.85666699985561,2.27921999944894,droite
La croisade,Louis Garrel,why not productions,75017,2020-02-27,2020-02-27,48.88027048589906,2.299901035617328,droite
en attendant Bojangles,Régis Roinsard,Curiosa films,75011,2020-03-09,2020-03-10,48.8591666592853,2.3829140422549733,droite
La croisade,Louis Garrel,why not productions,75017,2020-03-04,2020-03-05,48.88078522542641,2.305906852127441,droite
On est fait pour s'entendre,Pascal Elbé,JERICO FILMS,75008,2020-03-05,2020-03-05,48.88051651542833,2.311239089679554,droite
UNE BELLE COURSE,CHRISTIAN CARION,UNE HIRONDELLE PRODUCTIONS,75001,2021-06-22,2021-06-22,48.862249892726766,2.339898807905894,droite
UNE BELLE COURSE,CHRISTIAN CARION,UNE HIRONDELLE PRODUCTIONS,75004,2021-06-22,2021-06-22,48.85586654186724,2.3645638172727117,droite
UNE COMÉDIE ROMANTIQUE,Thibault Segouin,LATIKA,75018,2021-06-23,2021-06-23,48.88598094890479,2.3341632745672563,droite
LA PAGE BLANCHE,Murielle MAGELLAN,PARTNERS IN CRIME,75006,2021-06-24,2021-06-24,48.85066272861573,2.342018646271327,gauche
MAMAN A TORT,MARC FITOUSSI,AVENUE B,75013,2016-01-06,2016-01-06,48.832293999590334,2.355563999715621,gauche
JEUNE FEMME,LEONOR SERRAILLE,BLUE MONDAY PRODUCTIONS,75018,2016-02-08,2016-02-08,48.8929719995658,2.341871000521563,droite
ADIEU MONSIEUR HAFFMANN,FRED CAVAYÉ,VENDOME FILMS,75014,2020-06-11,2020-06-11,48.83317256722256,2.326956624391978,gauche
BEFIKRE,ADITYA CHOPRA,FIRSTEP,75004,2016-04-26,2016-04-26,48.85221599959407,2.352057000541867,droite
JOUR J,REEM KHERICI,MANDARIN FILMS,75009,2016-08-09,2016-08-09,48.876480000279,2.341532999598703,droite
MARYLINE,GUILLAUME GALLIENNE,LGM FILMS,75004,2016-09-07,2016-09-07,48.85434200014986,2.347728999849449,droite
NUMERO UNE,TONIE MARSHALL,TABO TABO FILMS,75001,2016-10-21,2016-10-21,48.86396100001586,2.33259899970498,droite
BARBARA,MATHIEU AMALRIC,WAITING FOR CINEMA,75001,2016-11-28,2016-11-28,48.85759999962399,2.346754999603592,droite
"PARIS, LA BLANCHE",LIDIA TERKI,DAY FOR NIGHT,75012,2016-02-11,2016-02-11,48.84781699975069,2.378940999570219,droite
BAD BUZZ,STEPHANE KAZANDJIAN,ECHO FILMS,75019,2016-07-11,2016-07-11,48.875397000218136,2.373935999437798,droite
PETITE LEÇON D'AMOUR,EVE DEBOISE,BLUE MONDAY PRODUCTIONS,75008,2020-07-16,2020-07-16,48.87580064849134,2.320943502750757,droite
La petite bande,Pierre Salvadori,Les Films Pelléas,75012,2020-07-13,2020-07-13,48.8415782255344,2.45035532586055,droite
Un Monde Réel (ex - Une fille en or),Antoinette Boulat,MACASSAR PRODUCTIONS,75001,2020-07-27,2020-07-27,48.86365807337116,2.322020780932356,droite
Un Monde Réel (ex - Une fille en or),Antoinette Boulat,MACASSAR PRODUCTIONS,75003,2020-07-30,2020-07-30,48.86510713117145,2.362046243851147,droite
Un Monde Réel (ex - Une fille en or),Antoinette Boulat,MACASSAR PRODUCTIONS,75020,2020-07-29,2020-07-30,48.871866119822585,2.383201819110484,droite
TOUT S'EST BIEN PASSE,Francois OZON,MANDARIN PRODUCTION,75010,2020-07-25,2020-07-25,48.881901107484,2.353762565963576,droite
Un Monde Réel (ex - Une fille en or),Antoinette Boulat,MACASSAR PRODUCTIONS,75019,2020-08-07,2020-08-07,48.8845717132046,2.390101333112498,droite
Madame Claude,Sylvie VERHEYDE,Les Compagnons du Cinéma,75116,2019-06-05,2019-06-07,48.87138244120544,2.2935798452628022,couronne
PRODUCTION 46,,IEFS PARIS,75012,2019-06-17,2019-06-18,48.843944430916665,2.369258812728809,droite
J'IRAI MOURIR DANS LES CARPATES,ANTOINE DE MAXIMY,ROUGE INTERNATIONAL,75011,2019-11-25,2019-11-26,48.85809611756942,2.3851670968643117,droite
MES TRESORS,PASCAL BOURDIAUX,RADAR FILMS,75016,2016-02-16,2016-02-16,48.8625480003512,2.282220000335338,droite
LA MELODIE,RACHID HAMI,MIZAR FILMS,75019,2016-06-13,2016-06-14,48.87712200006288,2.397805000517213,droite
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,KAZAK PRODUCTIONS,75004,2016-09-06,2016-09-06,48.86004299956874,2.353714999473273,droite
KO,FABRICE GOBERT,247 FILMS,75010,2016-09-16,2016-09-16,48.8842139997634,2.360114000164056,droite
LA MONNAIE DE LEUR PIECE,ANNE LE NY,MOVE MOVIE,75003,2016-12-16,2016-12-21,48.86679100016133,2.359269000166759,droite
SI J'ETAIS UN HOMME,AUDREY DANA,CURIOSA FILMS,75020,2016-03-18,2016-03-18,48.85544899984328,2.400886000271725,droite
LOLA PATER,NADIR MOKNECHE,BLUE MONDAY PRODUCTIONS,75009,2016-04-14,2016-04-15,48.87313100014972,2.342149000582809,droite
TERRITOIRES,DAVID OELHOFFEN,ONE WORLD FILMS,75006,2017-12-22,2017-12-23,48.84993506207567,2.337854072440764,gauche
GEMINI,Christopher Mac-Quarrie,FIRSTEP,75004,2017-04-29,2017-04-29,48.85523214147915,2.355781049114157,droite
All Inclusive,Eloise Lang,Estrella Production,75011,2017-05-30,2017-05-30,48.86853749691407,2.372904765481682,droite
UNE HISTOIRE DE L'ART,LUCAS BERNARD,LES GRANDS ESPACES FILMS,75015,2017-06-19,2017-06-19,48.84297460561547,2.318587568897981,gauche
La ch'tite famille,,PATHE FILMS SERVICES,75116,2017-06-15,2017-06-15,48.866362320757496,2.289371372837591,couronne
SAUVER OU PERIR,FREDERIC TELLIER,A SINGLE MAN PRODUCTIONS,75016,2017-06-20,2017-06-20,48.84560533064341,2.267253937981181,droite
À jamais fidèle,cheyenne carron,Hesiode Productions,75020,2017-08-25,2017-08-25,48.85205006345909,2.401372716130358,droite
À jamais fidèle,cheyenne carron,Hesiode Productions,75020,2017-08-22,2017-08-22,48.8716160609401,2.385650371190578,droite
Cold war,Pawel PAWLIKOWSKI,Philippe Lelièvre,75116,2017-07-17,2017-07-18,48.86005390194775,2.285130544247642,couronne
Taxi 5,Franck Gastambide,T 5 Productions,75003,2017-07-25,2017-07-25,48.86624973669538,2.357099765515488,droite
Un homme pressé,,Albertine Productions,75005,2017-07-06,2017-07-07,48.8443449864674,2.356232734565824,gauche
GEMINI,Christopher Mac Quarrie,FIRSTEP,75011,2017-05-15,2017-05-15,48.86256145390784,2.372466237910094,droite
L'extraordinaire voyage du Fakir,Ken Scott,Brio Films,75018,2017-07-20,2017-07-21,48.88481862289975,2.34486818992733,droite
L'extraordinaire voyage du Fakir,Ken Scott,Brio Films,75007,2017-07-20,2017-07-21,48.85798987538009,2.295468720205373,gauche
RG02,Romain Gavras,ICONOCLAST FILMS,75001,2017-07-11,2017-07-11,48.85529411126291,2.34561537246725,droite
D'après une histoire vraie,,WY Productions,75001,2017-01-20,2017-01-20,48.86598682795034,2.323200255341352,droite
La belle et la belle,Sophie Fillières,CHRISTMAS IN JULY,75003,2017-02-07,2017-02-07,48.86225373298375,2.363528705118493,droite
voyez comme on danse,Michel Blanc,les films du 24,75004,2017-08-28,2017-08-28,48.853950640460944,2.358961851995065,droite
La finale,Robin Sykes,2425 FILMS,75016,2017-07-20,2017-07-20,48.84247750771539,2.254650635137944,droite
BUDAPEST,Xavier Gens,LABYRINTHE FILMS,75002,2017-07-17,2017-07-18,48.86461814542418,2.348565660021395,droite
UN AMOUR IMPOSSIBLE,CATHERINE CORSINI,CHAZ PRODUCTIONS,75005,2017-08-07,2017-08-07,48.84149136543773,2.355988812081792,gauche
The White Crow,Ralph Fiennes,Montebello Productions,75005,2017-08-19,2017-08-19,48.84608907726235,2.344827774819461,gauche
"AMI, AMI",VICTOR SAINT MACARY,NORD-OUEST FILMS,75010,2017-01-30,2017-01-30,48.87351428276209,2.352473405346446,droite
"AMI, AMI",VICTOR SAINT MACARY,NORD-OUEST FILMS,75010,2017-01-31,2017-01-31,48.87593022744559,2.35955048641042,droite
L'Envers du Decors,Daniel Auteuil,Curiosa,75018,2017-09-15,2017-09-16,48.88809671518553,2.335738376423147,droite
Celle que vous croyez,Safy Nebbou,DIAPHANA FILMS,75015,2018-03-30,2018-03-30,48.8414837038362,2.291112335327316,gauche
MAIS VOUS ETES FOUS,Audrey DIWAN,RECTANGLE PRODUCTIONS,75006,2018-02-21,2018-02-21,48.85311717586279,2.343267142900688,gauche
Andy,Julien Weill,My Family,75019,2018-03-27,2018-03-28,48.88714112850188,2.394949773841883,droite
Ni Une Ni Deux,Anne Giafferi,INCOGNITA FILMS,75001,2018-03-27,2018-03-28,48.85682577800554,2.341879321027443,droite
Ni Une Ni Deux,Anne Giafferi,INCOGNITA FILMS,75001,2018-03-28,2018-03-28,48.86746091598192,2.332081805198069,droite
Le Fataliste,Louis Garrel,Why Not Productions,75005,2018-02-28,2018-03-01,48.845214510741705,2.357756318105136,gauche
CHANSON DOUCE,LUCIE BORLETEAU,WHY NOT PRODUCTIONS,75011,2018-06-08,2018-06-09,48.86540503704448,2.368379107504065,droite
Qu'est-ce qu'on a encore fait au bon dieu,Philippe De Chauveron,LES FILMS DU 24,75010,2018-06-06,2018-06-06,48.875049525444176,2.359399015233612,droite
CHANSON DOUCE,LUCIE BORLETEAU,WHY NOT PRODUCTIONS,75011,2018-06-26,2018-06-28,48.86108519335692,2.379072517053181,droite
LES BONNES INTENTIONS,GILLES LEGRAND,EPITHETE FILMS,75012,2018-03-20,2018-03-20,48.8333939364573,2.3822586104831363,droite
MON BEBE,LISA AZUELOS,LOVE IS IN THE AIR,75016,2018-04-23,2018-04-23,48.84088141071107,2.264935673116695,droite
DE PERNAS PRO AR 3,Julia Rezende,SWAN,75001,2018-05-29,2018-05-29,48.85849330754623,2.342487451056845,droite
PLAY,ANTHONY MARCIANO,CHAPTER 2,75007,2018-04-10,2018-04-10,48.848754523402114,2.313900971318803,gauche
"La nuit, je mens...",Stéphane Batut,ZADIG FILMS,75019,2018-09-20,2018-09-21,48.87763426570457,2.378172643786244,droite
It Must Be Heaven,Elia Suleiman,Rectangle Productions,75002,2018-08-17,2018-08-17,48.86458164189326,2.35009265658489,droite
"La nuit, je mens...",Stéphane Batut,ZADIG FILMS,75019,2018-08-21,2018-08-21,48.88102150765516,2.377894761218947,droite
IBRAHIM,SAMIR GUESMI,WHY NOT PRODUCTIONS,75013,2019-02-15,2019-02-16,48.83456299570402,2.367609554845186,gauche
DOCTEUR ?,Tristan SEGUELA,Unité de Production,75019,2019-02-14,2019-02-15,48.88024102921566,2.39371977785998,droite
DOCTEUR ?,Tristan SEGUELA,Unité de Production,75019,2019-02-13,2019-02-14,48.88109768158999,2.39372464050268,droite
Mon Cousin,Jan Kounen,ESKWAD,75116,2019-04-09,2019-04-09,48.87685226941966,2.267260878892069,couronne
PARENT D'ELEVE,NOEMIE SAGLIO,RECTANGLE PRODUCTIONS,75012,2019-07-02,2019-07-02,48.84315101445474,2.37853287233593,droite
La Verité,Hirokazu Kore-Eda,3B Production,75014,2018-10-16,2018-10-16,48.82418655993919,2.339934469034646,gauche
